,NCTId,Condition,BriefTitle,InterventionType,StartDate,CompletionDate,Country_Name,Continent_Name,Continent_Code
450,NCT04018924,"Leg Ulcers Venous|Dehiscence, Surgical Wound",Blu Light for Ulcers Reduction,Device,"April 4, 2018","December 22, 2019",Italy,Europe,EU
451,NCT04358250,Total Hip Arthroplasty|Hip Arthrosis,Tissue Sparing Surgery in Total Hip Arthroplasty,Procedure,"April 26, 2017","November 30, 2018",Italy,Europe,EU
452,NCT04481698,Haemorrhoidal Disease|Post-operative Pain|Thrombosis,Mesoglycan for Pain Control After Open Excisional HAEMOrrhoidectomy,Other,"April 1, 2017","December 1, 2017",Italy,Europe,EU
453,NCT03428698,Pain|Oral Surgery|Third Molar Extraction,Hyaluronic Acid and Amino Acid Gel Applied to the Alveolar Socket After Mandibular Third Molar Extraction,Device,"September 10, 2009","November 25, 2011",Italy,Europe,EU
454,NCT04046783,Cesarean Section; Dehiscence|Scar Keloid|Wound Heal,Patch With Onion Extract and Allantoin for C-section Scar,Device,"March 2, 2019","July 31, 2019",Italy,Europe,EU
455,NCT03593369,Venous Leg Ulcer,Assessment of the Evolution of Wound Biomarkers in Venous Leg Ulcers Treated With KLOX Biophotonic System,Device,"July 9, 2018",June 2020,Italy,Europe,EU
456,NCT02005861,Osteochondritis,"""One-step"" Bone Marrow Mononuclear Cell Transplantation in Talar Osteochondral Lesions",Procedure,April 2013,April 2018,Italy,Europe,EU
457,NCT05018754,Graft Vs Host Disease|Oral Mucositis (Ulcerative)|Mesenchymal Stem Cells,Treatment of Oral Mucositis Using Platelet Rich Fibrin TREATMENT OF ORAL MUCOSITIS USING PRF,Device,"July 1, 2017","July 19, 2021",Italy,Europe,EU
458,NCT04782934,Diabetes Mellitus|Glucose,The GLOW Study - The YANG System,Device,"February 25, 2021","June 19, 2021",Belgium,Europe,EU
459,NCT04784650,Foot Ulcer|Diabetes Mellitus|Chronic Kidney Diseases|Pre-dialysis,The Prevalence of Foot Complaints/Problems and Ulcers in a Pre-dialysis Population,Other,"January 31, 2021",December 2021,Belgium,Europe,EU
460,NCT03506659,"Difference, Individual",Electrochemical Skin Conductance in Evaluation of Chronic Neuropathy électrochimique cutanée,Device,"March 1, 2018","January 30, 2020",Belgium,Europe,EU
461,NCT03971968,Cicatrix,Observational Study for the Long-Term Effects of a Dermal Substitute on Patients With Facial Burns.,Procedure,"January 31, 2019","February 14, 2019",Belgium,Europe,EU
462,NCT04611048,Small Fiber Neuropathy,Establishing Normative Values for Thermal Detection and Pain Threshold Established by the Psi Method,Diagnostic Test,"October 31, 2020","January 1, 2023",Belgium,Europe,EU
463,NCT01544738,Parkinson Disease,Sensory Stimulation Effect on Movement Speed in Patients With Parkinson Disease,Other,November 2008,,Belgium,Europe,EU
464,NCT03241134,"Neck Pain, Posterior|Work-Related Condition",Changes in Surface EMG Activity After Dry Needling Compared to Sham Needling,Other,"August 28, 2017","May 9, 2018",Belgium,Europe,EU
465,NCT04725825,"Neck Pain, Posterior|Trapezius Muscle Strain",Central Pain Modulatory Effects of Dry-Needling in Patients With Non-Specific Neck Pain,Other,"September 1, 2020","December 30, 2022",Belgium,Europe,EU
466,NCT03810677,Varicose Veins,Treatment of Varicose Veins With the ELVeS® Radial® 2ring Slim Fiber. Are There Limitations?,Device,"April 15, 2019","March 8, 2021",Belgium,Europe,EU
467,NCT05042492,"Osteoarthritis, Knee|Edema Leg|Joint Diseases|Rehabilitation",The Post-operative Effect on Formation of Oedema After Total Knee Arthroplasty With or Without the Use of a Nerve Stimulator (the gekoTM Device),Device,"January 14, 2021",March 2022,Belgium,Europe,EU
468,NCT04522258,Emotions|Stress|Fear,Effects of Dietary Fiber on Affective Processes,Dietary Supplement,"May 2, 2019","November 8, 2020",Belgium,Europe,EU
469,NCT03856814,Varicose Veins,Market Penetration of Laser Therapy in Venous Surgery: Ziekenhuis Oost-Limburg - Ziekenhuis Maas en Kempen Center Experience,Device,"March 15, 2019","November 30, 2023",Belgium,Europe,EU
470,NCT03688854,Emotions|Stress|Fear,The Role of Short Chain Fatty Acids in Microbiota-gut-brain Axis,Dietary Supplement,"January 4, 2018","September 15, 2018",Belgium,Europe,EU
471,NCT00833001,Cystocele|Rectocele|Enterocele,Clinical Performance of the GYNECARE PROLIFT + M* Pelvic Floor Repair System as a Device for Pelvic Organ Prolapse,Device,April 2008,December 2011,Belgium,Europe,EU
472,NCT01107821,Wounds,"Negative Pressure Wound Therapy With the Engenex™-Pump and Bio-Dome™ Dressing, an Evaluation",Device,February 2010,December 2015,Belgium,Europe,EU
473,NCT04257565,Diabetes Mellitus,Wheeling to Healing: A Novel Method for Improving Healing of Diabetic Foot Ulceration,Device,"October 1, 2021","September 30, 2023",Canada,North America,
474,NCT02184455,Diabetes Type I|Diabetes Type II,Feasibility Study of DermGEN for Diabetic Foot Ulcer Treatment,Biological,"July 1, 2016","May 1, 2017",Canada,North America,
475,NCT02586519,Diabetes|Diabetes Complications|Neuropathy|Peripheral Neuropathy|Diabetic Foot Ulcer,Pressure-Sensing Insoles in the Neuropathic Ulcer Treatment Pathway,Device,June 2016,January 2021,Canada,North America,
476,NCT03687580,Diabetic Foot Ulcer,Laser Therapy for At-Home Treatment of Diabetic Foot Ulcers - Canada,Device,"February 1, 2019","October 1, 2021",Canada,North America,
477,NCT01651845,Wounds|Diabetic Foot Ulcers,Evaluation of a 'Hand-held' Fluorescence Digital Imaging Device for Real-Time Advanced Wound Care Monitoring (JDRTC/UHN),,July 2012,September 2018,Canada,North America,
478,NCT00562471,Myoma,"Safety and Efficacy Study of a Hydrogel, Applied Following Removal of Myomas During Gynecologic Surgery, Administered for the Prevention/Reduction of Postoperative Adhesion Formation",Other,July 2003,January 2005,Canada,North America,
479,NCT00708643,Refractive Error|Myopia,Clinical Performance of a New Daily Disposable Contact Lens Worn in an Established Contact Lens Wearing Population,Device,June 2008,September 2008,Canada,North America,
480,NCT04543851,Breast Cancer|Side Effect,CARA Treatment Pilot Study for Breast Positioning,Device,"October 8, 2018","November 18, 2019",Canada,North America,
481,NCT04257396,Adjuvant Radiotherapy for Breast Cancer,Carbon-Fibre Accessory (CARA) for Supine Breast Positioning to Reduce Toxicity in Whole Breast Radiotherapy,Device,"June 11, 2020","July 31, 2023",Canada,North America,
482,NCT03873896,Skin Manifestations,The Skin Wrinkle Test: a Simple Clinical Test of Regional Block Success,Diagnostic Test,"December 9, 2019","December 14, 2019",Canada,North America,
483,NCT04535635,Muscle Injury|Lower Limb Injury,Effects of ART® on Lower Limb Myofascial Pain and Function,Other,"September 1, 2020","December 30, 2020",Canada,North America,
484,NCT01385904,Neuropathic Pain.,Blood Levels of Ketamine in Patients Using Topical Application of 10% Ketamine Gel for Neuropathic Pain,,June 2011,December 2011,Canada,North America,
485,NCT00869687,Healthy Volunteers,Biopsy Study for Sculptra (Poly-L-Lactic Acid),Device,March 2009,May 2010,Canada,North America,
486,NCT03928093,"Pain, Neuropathic|Itch|Epidermolysis Bullosa",Pregabalin Treatment for RDEB Pain and Itch,Drug,"August 7, 2019","June 30, 2023",Canada,North America,
487,NCT01692106,Achalasia,A Clinical Study of Per Oral Endoscopic Myotomy (POEM) in Patients Suffering From Achalasia,Procedure,November 2012,December 2014,Canada,North America,
488,NCT02521519,"Low Back Pain, Mechanical",Short Terms Effects of Medial Branch Block vs Para-spinal Muscle Injection in Patients With Non-specific CLBP,Other,August 2014,June 2020,Canada,North America,
489,NCT00710398,Overweight|Obesity,"""Improving Diet, Exercise And Lifestyle (IDEAL) for Women"" Study",Behavioral,July 2008,January 2011,Canada,North America,
490,NCT02034266,Type 1 Diabetes,The Effect of Omega-3 Supplementation on Nerve Structure and Function in Type 1 Diabetes,Dietary Supplement,January 2014,August 2016,Canada,North America,
491,NCT02045082,Herpes Simplex Keratitis,The Flocked Swab and the Traditional Fiber Swab for the Diagnosis of the Herpes Simplex Epithelial Keratitis,Procedure,October 2013,October 2015,Canada,North America,
492,NCT02019446,"Diabetes Mellitus, Type 2|Onychomycosis",Laser Treatment for Onychomycosis in Diabetes,Device,July 2018,December 2021,Canada,North America,
493,NCT04005287,"Peripheral Neuropathy|Painful Diabetic Neuropathy|Diabetic Neuropathies, Painful",A 24-Week Study of Topical Pirenzepine or Placebo in Type 2 Diabetic Patients (T2DM) With Peripheral Neuropathy,Drug,"October 15, 2019","January 28, 2022",Canada,North America,
494,NCT00671333,Joint Disease,PRCT: Ligament Reconstruction & Tendon Interposition With a Joint Spacer for Trapeziometacarpal OA,Procedure,April 2008,"November 14, 2017",Canada,North America,
495,NCT00188591,Breast Cancer,Light Based Analysis of Developing Breast Tissue in Adolescent Girls: a Feasibility Study,,April 2005,November 2008,Canada,North America,
496,NCT02505971,Infantile Hemangioma,Nadolol Versus Propranolol in Children With Infantile Hemangiomas,Drug,September 2015,"June 30, 2020",Canada,North America,
497,NCT02552771,Mitral Valve Prolapse,The Canadian Mitral Research Alliance (CAMRA) Trial CardioLink-2,Procedure,January 2016,January 2020,Canada,North America,
498,NCT01567605,Spinal Cord Injury,Bowel Care and Cardiovascular Function After Spinal Cord Injury,Drug,March 2012,December 2018,Canada,North America,
499,NCT04750447,"Glaucoma, Open-Angle",Safety and Efficacy of an Ab Interno Gelatin Stent (XEN63) With or Without Mitomycin C,Device,"November 9, 2020","December 9, 2021",Canada,North America,
500,NCT04383912,Direct Brow Lift|Scarring,Onabotulinum Toxin A in Direct Brow Lift,Drug,"November 18, 2020",June 2023,Canada,North America,
501,NCT00618787,Wounds,Prospective Randomized Double Blind Clinical Trial of Polyhexamethylene Biguanide Impregnated Foam Dressing,Device,February 2008,April 2009,Canada,North America,
502,NCT02211495,Diabetes,ULCERS - Electrical Stimulation in Diabetic Foot Ulceration,Device,July 2014,December 2015,United Kingdom,Europe,EU
503,NCT02058641,Atherosclerosis,Effect of Darapladib on Cantharidin-Induced Inflammatory Blisters in Subjects With Type 2 Diabetes Mellitus (T2DM),Drug,"February 26, 2014","August 18, 2014",United Kingdom,Europe,EU
504,NCT03085550,Diabetes Mellitus Foot Ulcer,Platelet Rich Plasma and Autologous Fat Graft for Diabetic Ulcer,Procedure,"February 1, 2018","October 28, 2019",United Kingdom,Europe,EU
505,NCT01342497,Diabetic Foot Ulcer,"Oral BBR-012 in the Treatment of Diabetic Foot Ulcers, Proof of Concept Study",Drug,July 2011,August 2012,United Kingdom,Europe,EU
506,NCT02967900,Diabetic Foot Ulcer,Longitudinal Study of Chronic Wounds Using Novel Wound Measurement Technologies,,"October 1, 2017","March 1, 2018",United Kingdom,Europe,EU
507,NCT01011387,Diabetes|Foot Ulcers,Evaluation of Negative Pressure Wound Therapy in the Treatment of DFUs Incl. Post Amputation Wounds.,Procedure,January 2010,July 2010,United Kingdom,Europe,EU
508,NCT03270904,Ulcer Foot,Moleculight i:X™ in Wound Healing,Device,"December 1, 2017","August 31, 2018",United Kingdom,Europe,EU
509,NCT00632008,Chronic Diabetic Foot Ulcers,Soluble Beta-glucan (SBG) as Treatment for Diabetic Foot Ulcers,Drug,March 2007,October 2009,United Kingdom,Europe,EU
510,NCT04058626,Diabetic Foot|Peripheral Arterial Disease|Diabetic Foot Ulcer|Peripheral Vascular Diseases|Peripheral Artery Disease|Critical Limb Ischemia|Critical Lower Limb Ischemia,TEsting for Arterial Disease in Diabetes (TrEAD) Study,Diagnostic Test,"March 4, 2019","October 18, 2019",United Kingdom,Europe,EU
511,NCT02841969,Diabetic Foot,Management of the Diabetic Foot Using Electrolysed Water,Other,"February 28, 2017","March 31, 2020",United Kingdom,Europe,EU
512,NCT02018094,Wound Infection|Amputation Wound,The Amputation Surgical Site Infection Trial (ASSIT),Drug,"October 8, 2013","January 2, 2017",United Kingdom,Europe,EU
513,NCT04999709,Anxiety,Electrical Vestibular Stimulation (VeNS) as a Treatment for Anxiety,Device,October 2021,March 2022,United Kingdom,Europe,EU
514,NCT04452981,Insomnia|Sleep Disturbance,Electrical Vestibular Stimulation (VeNS) as a Treatment for Insomnia,Device,October 2021,April 2022,United Kingdom,Europe,EU
515,NCT03160456,Obstructive Sleep Apnea,Domiciliary Transcutaneous Electrical Stimulation in Obstructive Sleep Apnoea,Device,"June 18, 2018",June 2022,United Kingdom,Europe,EU
516,NCT04956900,Venous Leg Ulcer|Leg Injuries and Disorders,Clinical Trial Enzyme Application Targeting Venous Leg Ulcers,Drug,"August 9, 2021","April 10, 2022",United Kingdom,Europe,EU
517,NCT02696746,"Erythromelalgia|Pain Insensitivity, Congenital|Hereditary Sensory and Autonomic Neuropathies|Chronic Pain",Painful Channelopathies Study,Other,February 2012,,United Kingdom,Europe,EU
518,NCT04113200,Enteral Nutrition,Comparison of an Alginate Containing Enteral Feed and an Alginate Free Enteral Feed.,Dietary Supplement,"January 29, 2019","February 1, 2020",United Kingdom,Europe,EU
519,NCT03294902,Peripheral Arterial Disease|Chronic Limb Ischemia,Improving Radiological Outcomes in Arterial Disease - A Pilot Evaluation of the Pedra Tissue Perfusion Monitoring System,Device,"May 30, 2018","June 30, 2020",United Kingdom,Europe,EU
520,NCT02872064,Breast Neoplasms,Treatment of Primary Breast Cancer Using PDT,Drug,January 2013,December 2017,United Kingdom,Europe,EU
521,NCT02672059,Diabetic Neuropathy|Neuropathic Pain|Chronic Pain|Carpal Tunnel Syndrome|Peripheral Neuropathies,Pain In Neuropathy Study,Other,February 2011,,United Kingdom,Europe,EU
522,NCT04065984,Rectal Cancer|Colorectal Cancer|Colon Cancer|Colo-rectal Cancer|Sarcopenia|Sarcopenic Obesity|Advanced Cancer|Recurrent Rectal Cancer,Body Composition Manipulation in CoLorectal cancEr (BiCyCLE): Neuromuscular Electrical Stimulation (NMES),Device,"April 14, 2019","March 1, 2026",United Kingdom,Europe,EU
523,NCT04103112,Deep Vein Thrombosis|Deep Vein Thrombosis Leg|Post Thrombotic Syndrome,Compression Hosiery to Avoid Post-Thrombotic Syndrome,Device,"March 5, 2020","January 31, 2023",United Kingdom,Europe,EU
524,NCT03369548,Healthy,CABALA Diet & Health Study,Other,"December 4, 2017","December 23, 2019",United Kingdom,Europe,EU
525,NCT02627846,Varicose Veins,Laser Ablation Versus Mechanochemical Ablation Trial,Device,"June 1, 2015",August 2025,United Kingdom,Europe,EU
526,NCT02014662,Tendon Injuries,A Methodology Study to Assess Muscle Damage After Eccentric Exercise,Other,"January 14, 2014","July 2, 2014",United Kingdom,Europe,EU
527,NCT02604862,Fibrosis|Lung Cancer,Imaging FIB ONE in the Human Lung Using Endomicroscopy,Other,May 2016,September 2018,United Kingdom,Europe,EU
528,NCT04265768,Tooth Loss|Dental Diseases|Wound Heal,Soft Tissue Changes Around Dental Implants,Procedure,"June 21, 2021","September 3, 2024",United Kingdom,Europe,EU
529,NCT01984450,Articular Cartilage Defect,A Study to Compare Two Techniques for Articular Cartilage Repair:ACIC Vs. MCIC,Procedure,January 2014,June 2017,United Kingdom,Europe,EU
530,NCT02819817,Injuries and Wounds,A Trial of Topical Aloe Vera Gel in Emergency Department Patients Presenting With Simple Traumatic Wounds,Drug,April 2017,February 2019,United Kingdom,Europe,EU
531,NCT02833558,Gastrointestinal Haemorrhage,Purastat® vs Standard Therapy for Haemostasis During Endoscopic Submucosal Dissection,Device,"May 4, 2016","May 18, 2018",United Kingdom,Europe,EU
532,NCT04698720,Diabetes Mellitus|Diabetic Foot Ulcer,Contribution of Psychological Factors in the Healing of the Diabetic Foot Ulcer,Behavioral,"February 1, 2019","July 31, 2022",Portugal,Europe,EU
533,NCT04652999,Diabetes Mellitus|Diabetic Foot Ulcer,Relaxation Intervention in Patients With Diabetic Foot Ulcer,Behavioral,"March 19, 2019","July 31, 2021",Portugal,Europe,EU
534,NCT04675177,Hemorrhoids,Polidocanol Foam VS Artery Ligation in Hemorrhoidal Disease,Drug,"September 1, 2019","March 25, 2020",Portugal,Europe,EU
535,NCT02866565,Diabetic Foot Ulcer,Assessment of the Efficacy and Tolerance of Sub-cutaneous Re-injection of Autologous Adipose-derived REGEnerative Cells in the Local Treatment of Neuropathic Diabetic Foot ulcERs,Drug,February 2017,November 2019,France,Europe,EU
536,NCT04257370,Diabetic Foot Ulcer|Dehiscence of Amputation Stump|Amputation,Kerecis Omega3 Wound Plus SOC vs. SOC Alone in Treating Severe Diabetic Foot Ulcers and Forefoot Amputations,Device,"July 9, 2020",October 2022,France,Europe,EU
537,NCT00521937,Diabetes|Foot Ulcer,Efficacy and Safety Study of DERMAGEN® vs Conventional Treatment to Treat Diabetic Neuropathic Foot Ulcer,Other,January 2009,December 2010,France,Europe,EU
538,NCT01586481,Diabetes Mellitus|Diabetic Neuropathic Foot Ulcer,Off- Loading Shoe to Improve Healing and Prevention of Recurrence of Neuropathic Diabetic Plantar Foot Ulcers,Device,June 2011,February 2013,France,Europe,EU
539,NCT01924806,Lower Leg Wound,A Pilot Study of the WoundWand™ Debridement Device on Infection Prevention,Device,"March 4, 2014","February 9, 2015",France,Europe,EU
540,NCT01814267,Diabetes|Diabetic Foot Ulcer,Medico-economical Assessment of Telemedicine During Chronic Diabetes-related Foot Wound Management,Other,March 2013,June 2015,France,Europe,EU
541,NCT00935051,Diabetic Foot Ulcer,Matrix Metalloproteinase-1/Tissue Inhibitor of Metalloproteinase-1 (MMP-1/TIMP-1) Ratio and Diabetic Foot Ulcers,Other,May 2009,November 2013,France,Europe,EU
542,NCT01474473,Foot Ulcer|Diabetes Mellitus|Diabetic Neuropathy,"Efficacy Of CACIPLIQ20 On Diabetic Ulcers In Patients Wearing An Nonremovable, Windowed, Fiberglass Cast Boot",Device,August 2011,March 2014,France,Europe,EU
543,NCT01573897,Diabetic Foot|Sleep Apnea,Impact of Sleep Apnea on Diabetic Foot Wound.,,"June 4, 2012","November 15, 2016",France,Europe,EU
544,NCT01520701,Head and Neck Cancer,Impact of Applying a Bandage Skin Hydrogel on the Pains of the Head and Neck in Patients With Cancer of Head and Neck Treated With Radiotherapy,Device,February 2012,September 2023,France,Europe,EU
545,NCT03120533,"Scleroderma, Systemic",Treprostinil Iontophoresis in Systemic Sclerosis Digital UlcErations. A Proof of Concept Study,Drug,"June 20, 2017","June 3, 2019",France,Europe,EU
546,NCT01077765,HIV Infection|Antiretroviral Side Effects|Lipodystrophy Syndrome Related to HIV Infection,Polyacrylamide Hydrogel Injection in HIV-related Lipoatrophy,Device,November 2005,September 2009,France,Europe,EU
547,NCT01879046,Knee Osteoarthritis,Regenerative Medicine of Articular Cartilage: Characterization and Comparison of Chondrogenic Potential and Immunomodulatory Adult Mesenchymal Stem Cells,Procedure,October 2015,December 2016,France,Europe,EU
548,NCT03787511,Chronic Cough|Type 2 Diabetes,Chronic Cough and Small Fiber Neuropathy,Other,"March 5, 2019",August 2021,France,Europe,EU
549,NCT04262778,Chemotherapy-induced Peripheral Neuropathy,Diagnostic of Chemotherapy Induced Neuropathy in Children,Diagnostic Test,"October 20, 2020",December 2023,France,Europe,EU
550,NCT01498211,Healthy,Normative Data of Intra-epidermal Nerve Fiber Density,Procedure,December 2011,May 2014,France,Europe,EU
551,NCT02356354,Post-burn Innervation,Study of the Cutaneous Reinnervation After Burn,Procedure,August 2015,September 2016,France,Europe,EU
552,NCT03870295,Peripheral Nervous System Diseases,Technique to Measure Type C Fibre Nerve Conduction Velocitynerve Fibers in Polyneuropathies,Diagnostic Test,"September 30, 2019","September 29, 2020",France,Europe,EU
553,NCT04193670,Atopic Dermatitis,"Sensory Nociceptive Nerve Fibers, Key Regulator of Immune Response Type 2 in Atopic Dermatitis",Other,"May 7, 2019","December 31, 2021",France,Europe,EU
554,NCT02767583,Neuropathology,Assessment of the Prevalence of Small Fiber Peripheral Neuropathy Among Non-diabetic Obese Patients,Device,"March 2, 2015","June 30, 2017",France,Europe,EU
555,NCT01989819,Primary Sjögren's Syndrome,Primary Sjögren Syndrome,Other,September 2012,June 2017,France,Europe,EU
556,NCT03081403,Sensitive Skin,Quantitative Sensory Testing in Subjects With Sensitive Skin or Not,Device,"April 14, 2017","October 17, 2017",France,Europe,EU
557,NCT02090361,Skin Graft|Collagen -Elastin Matrix,Efficacy of Collagen-elastin Dermal Substitute in the Treatment of Loss of Cutaneous Substances With Skin Grafts,Procedure,"June 18, 2014",June 2018,France,Europe,EU
558,NCT02956265,Carcinomatous or Polymorphous Skin Lesions,Optical Spectroscopy for Skin Carcinomas' Surgical Management,Device,October 2016,"March 25, 2021",France,Europe,EU
559,NCT03686891,Sensitization to Legumes,Prevalence of Sensitization to Legumes in a Region From Southern France (Légumineuses),Other,"January 24, 2018","July 24, 2022",France,Europe,EU
560,NCT04170205,Small Fiber Neuropathy,Causes Associated With Small Fiber Neuropathy (SFN).,,"November 15, 2019","April 30, 2020",France,Europe,EU
561,NCT00555113,Pseudoxanthoma Elasticum,Evolution of Visual Impairment During Pseudoxanthoma Elasticum,,January 2000,September 2007,France,Europe,EU
562,NCT04169477,Neuropathic Pain|Radiculopathy,Comparison of Two Modes of Transcutaneous Electrical Nerve Stimulation (TENS) in Chronic Neuropathic Radiculalgia,Device,"October 8, 2019",October 2021,France,Europe,EU
563,NCT00355277,Healthy Volunteers,Local Anaesthetic Effects of Transcutaneous Amitriptyline,Drug,November 2005,December 2007,France,Europe,EU
564,NCT03713203,"Paget Disease of the Vulva|Paget Disease, Extramammary",PAGETEX® Photodynamic Therapy Device for the Treatment of Extra Mammary Paget's Disease of the Vulva (EMPV).,Device,"August 27, 2019",August 2021,France,Europe,EU
565,NCT02356978,Crigler Najjar Syndrome|Children,New Phototherapy Device to Treat Patients With Crigler-Najjar Disease,Device,December 2014,December 2017,France,Europe,EU
566,NCT02156050,Neonatal Hyperbilirubinemia,Use of a New Phototherapy Device (BBloo®) for the Treatment of Hyperbilirubinemia in the Newborn Infant,Device,December 2013,December 2015,France,Europe,EU
567,NCT02527551,Fibromyalgia,Efficacy of Deep Haptic Massage in Fibromyalgia : Preliminary Study,Other,November 2015,November 2017,France,Europe,EU
568,NCT04628416,Carcinomatous Resections|Violent Trauma,Evaluation of the PICO® Negative Pressure Dressing System on the Fibula Free Flap Donor Site's Skin Graft.,Device,"January 18, 2021",December 2024,France,Europe,EU
569,NCT02885194,Parkinson Disease,Impact of Subthalamic Nucleus Deep Brain Stimulation on Pain in Parkinson Disease,Other,January 2015,May 2016,France,Europe,EU
570,NCT02827916,Peripheric Neuropathy|Chemo-induced Neuropathy,Exploration of Neuropathic Pain Induced by Oxaliplatin Electrophysiological Approach,Device,"April 4, 2016","June 30, 2017",France,Europe,EU
571,NCT04228692,Endometriosis|Dysuria,Percutaneous Posterior Tibial Nerve Stimulation in Post-operative Voiding Dysfunction After Deep Endometriosis Surgery,Procedure,"March 11, 2020",June 2022,France,Europe,EU
572,NCT02856308,Alopecia,Hairstetics Hair Implant Device Safety and Efficacy,Device,March 2014,September 2018,France,Europe,EU
573,NCT02538822,"Aortic Aneurysm, Thoracic",Risk of Rupture of Aneurysms of the Thoracic Ascending Aorta (ATA) From the Dynamic Imaging,Device,"October 6, 2014",September 2020,France,Europe,EU
574,NCT04042363,Multiple Sclerosis|Optic Neuritis,Effect of Transorbital Electrical STIMulation of Optic Nerve on Remyelination After an Acute Optic Neuritis,Device,"July 10, 2019",July 2022,France,Europe,EU
575,NCT04883502,Bone Loss,Study of the Role of the Induced Membrane in the Reconstruction of Bone Loss in the Limbs,Biological,September 2021,March 2028,France,Europe,EU
576,NCT00931567,Dupuytren's Contracture,Evaluation of the Efficiency of Autologous Platelet Gel (Platelet Rich Fibrin) Obtained From Own Patients' Blood Versus Vaselitulle in Dupuytren's Disease Postoperative Wound Healing,Biological,August 2007,February 2010,France,Europe,EU
577,NCT02011802,Sinus Pilonidal,Sorbact TM: Effect of a Microbial Binding Dressing on Wound Healing After Pilonidal Sinus Excision,Device,December 2013,"September 1, 2017",France,Europe,EU
578,NCT02403947,Multiple Sclerosis,MEsenchymal StEm Cells for Multiple Sclerosis,Drug,February 2015,December 2017,France,Europe,EU
579,NCT03386682,Breast Augmentation|Breast Reconstruction,Evaluation of the Safety and Performance of ESTYME® MATRIX Round and Anatomical Breast Implants - EMMIE Study,Device,"March 23, 2018","April 12, 2021",France,Europe,EU
580,NCT03897465,Acute Wounds,Comparative Evaluation of the propertieS of the Contact LAyer Dressing LOMatuell Pro® Versus UrgoTul® in the Management of Acute Wounds,Device,"February 11, 2019",October 2021,France,Europe,EU
581,NCT03584360,Psoriasis Vulgaris,Role of Topical Treatments in the Modulation of Skin Microbiome in Psoriatic Skin,Drug,"September 24, 2018","March 7, 2019",France,Europe,EU
582,NCT03877484,Wound,Evaluation of the Safety and Effectiveness of ALLEVYN Gentle Border,Device,"March 6, 2019","December 31, 2020",France,Europe,EU
583,NCT00304733,Neuropathic Foot Ulceration in Individuals With Diabetes,Wound Healing: Total Contact Cast Vs. Custom-Made Temporary Footwear for Patients With Diabetic Foot Ulceration,Device,August 2001,April 2005,Netherlands,Europe,EU
584,NCT04085705,Diabetic Foot|Contact Allergy,The Prevalence of Contact Allergies for Wound Dressings In Patients With Diabetic Foot Ulcers (PAID Study),Diagnostic Test,September 2019,December 2021,Netherlands,Europe,EU
585,NCT04828304,Diabetic Foot Ulcer|Venous Leg Ulcer|Pressure Ulcer|Burn Wound|Skin Graft|Infected Surgical Wound|Skin Flap,PLASOMA Ultimate Safety & Efficacy Study,Device,"May 26, 2021",April 2023,Netherlands,Europe,EU
586,NCT00956033,Multiple Myeloma|Peripheral Neuropathy,Skin Biopsies in Chemotherapy-Induced Neuropathy,,November 2008,February 2012,Netherlands,Europe,EU
587,NCT01187732,Skin Disease,Washing Without Water: Cost-effectiveness of a Rapidly Spreading Nursing Intervention in Bedridden Patients',Device,April 2011,November 2012,Netherlands,Europe,EU
588,NCT02637700,Small Fiber Neuropathy,Intravenous Immunoglobulin Therapy for Small Fiber Neuropathy,Drug,July 2016,March 2019,Netherlands,Europe,EU
589,NCT03889080,Small Fiber Neuropathy,fMRI-study in Patients With Small Fiber Neuropathy,Diagnostic Test,"October 5, 2018",December 2020,Netherlands,Europe,EU
590,NCT04297215,Atopic Dermatitis,The Effectiveness of Antibacterial Therapeutic Clothing Based on Silver or Chitosan as Compared With Non-antibacterial Therapeutic Clothing in Patients With Moderate to Severe Atopic Dermatitis,Device,"March 17, 2020","January 1, 2023",Netherlands,Europe,EU
591,NCT02046967,Varicose Veins|Varicose Veins of Leg With Long Saphenous Vein Distribution,Steam Ablation Versus Endovenous Laser Ablation for the Treatment of Great Saphenous Veins,Procedure,November 2009,March 2013,Netherlands,Europe,EU
592,NCT03708419,Obesity|Pre-diabetic|Type 2 Diabetes Mellitus,Personalized Glucose Optimization Through Nutritional Intervention,Other,"June 4, 2018","July 1, 2021",Netherlands,Europe,EU
593,NCT04433338,Bariatric Surgery|Morbid Obesity,The PREBA Study: Effect of Preoperative Weight Loss With a 14-day Low-calorie Diet on Surgical Procedure and Outcomes in Patients Undergoing RYGB Surgery,Other,"September 29, 2020",September 2027,Netherlands,Europe,EU
594,NCT01343836,Tendinopathy|Achilles Tendon Injury|Achillodynia,Autologous Tenocyte Implantation in Patients With Chronic Achilles Tendinopathy,Other,April 2011,June 2014,Netherlands,Europe,EU
595,NCT00434616,Peripheral Vascular Disease|Diabetic Foot|Peripheral Arterial Occlusive Disease|Leg Ulcer|Gangrene|Ischemia,"Autologous Bone Marrow Stem Cell Transplantation for Critical, Limb-threatening Ischemia",Procedure,April 2007,July 2011,Germany,Europe,EU
596,NCT01483352,"Diabetes Mellitus, Type 1","Evaluation of Accu-Chek DiaPort, a Port System for Continuous Intraperitoneal Insulin Infusion, in Patients With Type I Diabetes",Device,November 2011,March 2013,Germany,Europe,EU
597,NCT00292357,Diabetic Foot|Diabetes Complications,Local Application of Autologous Bone Marrow Cells for Treatment of Chronic Diabetic Ulcers,Procedure,,,Germany,Europe,EU
